,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,Y
0,-0.321534661234952,4.815627816537481,12.737615436005328,12.485035831359045,33.306948459475116,1.1065424156120374,5.624195900472846,0.13177319678974547,1,9,31,75,1
1,0.4116069918932178,5.562759333996665,7.648079281121937,4.920547153480778,35.414063034150836,2.2966691166930775,4.483412712901487,0.8251426354125636,1,9,29,76,1
2,0.700029445336202,5.819642980091473,10.586705799834935,8.762863301671345,32.40458421462753,0.8110967796993789,5.944863918932285,0.6812518711057957,1,10,24,88,1
3,0.22697417381630408,5.285194727671451,10.258356385351508,10.778447372367609,45.98704230560257,0.1105835725287009,5.70861064846635,0.8576335612193954,1,9,29,78,1
4,0.14707000474175172,5.918313808373203,13.98582184679118,0.8275699526292195,21.949347336881218,0.050553491588976644,7.426944334309951,0.645198098367243,1,10,31,85,1
5,0.5638459660262535,7.182030005783236,7.909704760754639,5.573783207526004,56.48474169921997,0.3221352724763196,4.370788396513501,0.27104183933402615,1,10,25,79,1
6,-0.17526968932611772,4.096254278772384,6.669745597876011,5.074526622147974,42.22907660778362,0.3951084731784588,4.244296792158714,0.8459258276432232,0,9,25,78,1
7,-0.25388903827474574,5.295696186034749,8.858670376181163,7.935791327734313,35.99514851288382,0.31649086951685895,5.063871813468663,0.752855598159817,0,10,30,81,1
8,1.803864816238617,5.927559824733303,9.843255157453402,9.09547921631516,41.89831948189694,3.1706655063636986,2.9258963516255245,0.6238517774803148,1,8,28,82,1
9,1.0835016239431163,6.269645584969557,6.695483553999836,3.0842700373131993,43.51423047416908,0.12499691226437766,3.621208501659209,0.17713823878260443,1,10,33,75,1
10,0.5426771934768465,5.7182224085326885,10.933125085248705,3.1080659660963845,27.329004632698968,2.7991625626406953,3.098829688613491,0.3765974351477365,0,9,28,74,1
11,0.555089477544377,4.253748420430235,11.144543569116715,8.117364193391708,36.9144741735609,1.4069965016929233,2.8641518187273274,0.19024655767246815,1,10,31,83,1
12,-0.18910571237981152,4.537487862065937,10.049421042989879,2.0254806870631015,46.00017046105946,0.1889012510455923,2.7968822917443634,0.3465046506398807,1,9,33,81,1
13,1.9655690659352325,5.899966644983799,12.452331419591442,4.6257455701088235,36.26770355522966,0.033830541121696964,2.595058348277073,0.6149419672282764,1,10,25,83,1
14,-1.2637633354489528,5.388262003511208,9.783647925980066,6.414835659786404,52.17749907091876,0.67278434788439,4.7059238539026085,0.20927613429533057,1,8,30,83,1
15,0.8973996379604342,3.5151224523674607,8.9410151913402,2.5551293672988873,46.79693349928439,0.24715084433314138,6.554994836484056,0.15410090194842285,1,9,24,76,1
16,-2.0737246530311184,5.588116699372735,8.783552487472415,2.7869168547514462,46.149446687986575,0.0489512559046874,5.162801592905994,0.8090715959667715,1,8,26,78,1
17,0.4996015443314653,5.716835369337936,9.75817661220534,12.850371506883299,52.096824649649726,0.205237918602836,4.881919184074142,0.8212306838093858,1,10,33,84,1
18,-0.20562940367354726,5.086026464733357,10.541329241779254,5.201191703417053,47.603911182947186,2.0060106443616252,6.577487123861078,0.6300619493272396,0,9,25,72,1
19,0.9851417045274146,4.3356020256064305,10.808657682326045,2.493709794273097,40.902152144589216,0.2358402573826453,2.9825467435407425,0.13855329387886028,1,9,27,76,1
20,0.9322353748638876,5.072942161457173,10.411139580298215,8.338530561068112,39.3022996301602,0.4935284807965586,2.7381061412300354,0.5959000280662315,1,10,32,82,1
21,1.3260898342275524,3.9857661384471506,9.43448413556487,12.359772189596555,51.62250035217613,1.2398297630765962,4.0825189045554655,0.8720920697769929,1,9,28,77,1
22,0.16728410298269636,5.238287428524314,10.658883169445314,10.180322839878933,42.416162333220704,0.25662687795468686,5.51630772225218,0.44210608691389686,1,8,24,79,1
23,-0.5190027065064304,6.040161192981959,6.3754301601596195,4.432964834348748,17.9980457684949,1.0786903625732305,3.8804468180542773,0.09617020527387393,1,10,33,87,1
24,1.3501743192372941,5.546228796835583,8.527380653763515,2.7106788809024778,47.824373648068075,0.8054329054019018,7.980802780101383,0.11471039676975235,1,9,29,77,1
25,0.29164434654764837,5.27964382374289,9.08514491948901,6.873589951393081,62.613820448172945,0.6313327207563081,2.327183930325822,0.4625817544196015,1,8,34,80,1
26,1.248145483713512,6.548088898337315,8.908254813263307,-2.0872243611090937,32.36915085934726,0.3090891549382931,5.626175664202711,0.07613385480152864,1,8,33,81,1
27,1.7968545759706926,6.619607710015629,11.354815595055932,-2.4871167538530994,29.723016740005846,0.025922627261161145,3.5203843520979916,0.9571239499290931,1,8,23,80,1
28,0.6528040992739239,5.3402073920544195,11.825296700026957,2.20082727659384,49.443352486172174,0.32045716208424185,5.379456979515631,0.029272882171382505,0,8,30,79,1
29,2.7175817728339173,4.567069504591631,9.210424169141232,9.068288569029509,40.66963342454665,0.14944127432938167,7.024402644700877,0.5399016899302218,1,10,31,73,1
30,-0.28636445026639573,5.179709802695151,8.521813876384716,1.137876890134538,35.30433260892581,0.562252080419294,7.894987210299175,0.21877025771211095,0,10,24,76,1
31,-0.5553275685965491,3.5185129086880638,9.71604090459032,9.33183878683719,24.708886209797782,0.09585570526945979,3.251583922125147,0.6025984690927102,0,10,33,83,1
32,-0.5497211079982227,5.038224145508369,11.07418403781019,5.054123620499576,38.78051443430558,2.671275580133301,3.307442240110372,0.6096142008509743,1,9,27,78,1
33,0.7966225612367192,5.736564727383827,9.567852116344305,3.2780932344301035,52.72439744562402,0.8762940045367346,4.340238897258688,0.678858473679453,0,10,29,88,1
34,-0.7879358927009944,3.808480881654671,7.703397498791062,3.4162030844024454,57.917867447124735,0.2953028224383866,4.6608300621310645,0.905625107616861,0,8,26,80,1
35,-0.33136658024348864,5.621777778790713,11.297847648123803,11.335089145388523,35.212384177315165,0.5123913035406789,3.8647870722063287,0.9003574448722576,1,10,28,79,1
36,0.35775176869200265,6.040915608743022,11.22994631528094,5.836311437296587,33.43025590986632,1.2134945741524872,2.062893950341539,0.2361501596738966,0,8,26,83,1
37,0.8557541772297663,4.327516448867221,9.949545229936263,9.54711358838224,34.94838999847763,0.07679527294801126,5.8797981436282045,0.19493073056205348,1,10,32,81,1
38,0.8151656613638525,4.78508905364647,8.111352495798904,5.225253343511986,65.11386764453354,3.8213128977235624,4.083496361579074,0.4879288840647129,1,7,28,82,1
39,-0.9293957184395149,5.1717325992286804,9.916787256369565,6.752868327809114,42.04972722090172,0.3878820389336816,9.55536288200505,0.36755272499996594,1,9,31,74,1
40,-1.2698347843395419,4.0010551473867135,11.41418850895068,1.6414143227551312,62.90904885245346,0.4393334514689784,3.7960841411848563,0.39866217548766886,1,6,30,82,1
41,-0.4741196384249051,3.6238506787802836,9.822731383056356,11.698584809376337,58.70287188337238,2.209123886540332,2.277112354786303,0.45415006972591293,1,7,30,81,1
42,0.5051510373868932,5.89361041922811,9.245946109457998,3.3585251021607965,41.8586112006038,0.6326032031173409,3.242917469421734,0.38325624600340974,1,10,30,83,1
43,0.5338574583194892,3.4867614255195782,9.71728212766282,6.012090770222752,61.95233552221084,1.6637846051717513,7.125648032039906,0.30522516952040235,1,8,26,72,1
44,1.2533783318050093,5.2873954466624475,12.43083397574749,5.630769920358237,46.80677706257129,1.0881398665350275,3.5511881774302365,0.6987881981332627,1,9,29,82,1
45,0.8370062882172973,4.825683699671657,8.742258727532441,7.575786491528724,50.97282179623701,0.3525525779940178,7.4525433179685665,0.9533133267510903,1,9,31,82,1
46,-0.9071212411353639,3.2057571297349,9.889839998808956,2.8771714571314835,34.92980634705624,1.7718252447192449,4.849391946598442,0.41553375946776583,1,9,33,85,1
47,0.6609721141160383,7.889666021856984,8.773446795466054,11.550859079191323,31.19991318221228,1.766975987498185,6.411798579118276,0.3592840632084979,1,7,23,82,1
48,0.8273420103973584,5.778532048112989,11.343962995857042,4.050418200337893,49.97581432385119,0.8687901325900895,2.330914452133252,0.5669200745039144,1,8,33,83,1
49,-0.5245790873699719,3.9474903020109395,12.003262693433978,8.023549626674532,34.689557584427675,0.592651649323425,3.7058509611556367,0.28875533483707483,0,10,27,82,1
